heartRate,stepCount,activeEnergyBurned,runningSpeed,fatigue_label
153,5435,701,0.03162393162393162,1
87,11779,514,0.11736263736263736,0
158,1660,713,0.09,0
166,1774,592,0.14808219178082194,0
139,1101,450,0.1842857142857143,0
89,8341,815,0.1227027027027027,1
112,10671,388,0.9142857142857144,0
87,11900,217,0.07788461538461539,0
155,3287,204,0.4466666666666666,0
139,3637,734,0.3204347826086957,0
160,16890,901,0.05619565217391304,0
179,11720,346,0.14916666666666667,1
144,9441,459,0.06637362637362637,0
134,19339,444,0.33463414634146343,1
105,1184,793,0.06321428571428571,0
93,13516,507,0.12357142857142857,0
107,12789,310,0.30294117647058827,0
99,1051,590,0.08703703703703704,0
167,1705,639,0.11356164383561643,0
123,5723,559,0.045087719298245614,0
158,12358,220,0.12406779661016949,0
117,10521,387,0.1328985507246377,0
100,1705,535,0.255,1
174,19462,353,0.03804878048780488,0
160,1264,492,0.12265486725663716,0
128,5070,783,0.08150943396226415,1
169,19687,792,0.29372093023255813,1
130,4759,885,0.796875,1
141,6102,731,0.047310924369747896,1
105,5888,540,0.1272,0
96,19044,851,0.7433333333333333,0
146,17808,490,0.123125,1
161,1109,598,0.0639655172413793,0
153,19181,311,0.1525,0
142,7476,314,0.03317757009345794,0
103,1740,530,0.4605,0
147,15460,737,0.4183333333333333,0
100,15133,230,0.11073529411764706,1
106,10953,677,0.03696629213483146,0
102,7625,357,0.10148148148148149,0
86,7734,432,0.014767441860465117,0
113,8251,693,0.023866666666666668,0
160,17671,602,0.2991304347826087,0
117,8322,166,0.09823529411764706,0
110,17136,537,0.24212121212121213,0
144,4032,400,0.38846153846153847,1
103,2569,967,0.10948717948717948,0
142,6079,433,0.07779816513761469,1
90,15883,472,0.10314285714285713,1
172,1920,525,0.022765957446808514,0
109,6315,221,0.13058139534883723,0
130,4817,547,0.04454545454545455,0
138,10317,826,0.07794520547945206,0
123,3509,790,0.2505128205128205,1
116,9176,884,0.007884615384615384,1
110,15378,205,0.018470588235294117,1
98,2379,355,0.09906666666666666,1
122,17743,809,0.1288235294117647,1
131,19708,890,0.09319327731092437,0
88,6225,352,0.12094117647058823,0
115,9616,313,0.023218390804597703,0
158,4269,555,0.14923076923076925,0
151,16619,313,0.0409375,0
146,2091,404,0.05480769230769231,1
97,4331,387,0.12844155844155844,0
93,12354,574,0.1773076923076923,0
118,14779,762,0.10371681415929204,0
137,17870,659,0.0754639175257732,0
174,15165,400,0.01144144144144144,0
164,19001,361,0.05894736842105264,0
134,17765,255,0.08088235294117647,1
151,13896,842,0.7,0
90,9934,999,0.10415384615384615,0
157,19297,606,0.11177966101694915,0
171,19488,758,0.04132075471698113,0
163,16692,972,0.042749999999999996,0
116,6507,380,0.7433333333333334,0
124,11330,139,0.7705555555555555,1
92,6510,313,0.12448275862068965,0
167,3591,303,0.14195652173913045,0
149,8435,695,0.3195,1
92,6140,622,0.09761467889908257,0
170,19965,551,0.6191304347826087,0
176,1198,587,0.255,0
164,4293,627,0.0985897435897436,0
133,5667,552,0.012162162162162163,0
113,17674,244,0.022000000000000002,0
80,10492,548,0.026078431372549022,1
120,10241,515,0.051500000000000004,0
177,5212,848,0.3935294117647059,1
134,2900,484,0.38352941176470584,0
123,2361,105,0.25384615384615383,0
86,15464,918,0.21397058823529413,1
93,18992,590,0.14703703703703705,0
145,2569,613,0.1084090909090909,0
135,8933,190,0.09854166666666668,0
155,9055,234,0.16134328358208955,1
89,8728,489,0.018761061946902656,1
135,15972,577,0.045454545454545456,1
174,18577,514,0.06914285714285714,1
141,10012,368,0.10193548387096775,0
157,19825,782,0.1323611111111111,0
137,12675,625,0.15636363636363637,1
163,10656,638,0.1523404255319149,0
111,19281,629,0.3084,1
95,10933,676,0.07824074074074074,1
154,18196,703,0.06657407407407408,0
97,4557,705,0.11695652173913043,1
146,6011,131,0.09914285714285714,0
134,1927,461,0.010517241379310345,0
123,17194,217,0.25340425531914895,0
149,17060,364,0.06,0
85,10379,323,0.10079207920792078,0
165,12920,891,0.901,1
102,2618,954,0.020925925925925924,0
114,4493,713,0.037866666666666667,1
95,10211,375,0.0726271186440678,1
155,17317,473,0.748421052631579,0
106,14576,928,0.10322916666666666,1
108,6252,443,0.0525,0
124,7781,401,0.1173134328358209,1
168,17213,575,0.08740384615384615,1
176,4356,422,0.24185185185185187,0
176,4499,150,0.18210526315789474,1
172,15469,110,0.012242990654205609,0
125,19941,257,0.0951948051948052,1
145,10328,223,0.2775,0
160,18807,366,0.6359090909090909,0
171,10055,110,0.06911392405063291,1
123,6429,736,0.3226086956521739,0
94,9885,136,0.04692307692307692,1
139,14517,233,0.08229166666666667,0
109,3180,919,0.07876288659793815,1
152,14167,490,0.07382716049382716,0
87,1837,892,0.023432835820895524,0
123,11859,859,0.08418604651162791,0
133,5446,541,0.029056603773584905,0
176,11204,487,0.1678688524590164,1
81,3133,214,0.28564102564102567,1
118,5950,783,0.06779661016949153,1
90,1371,558,0.16054054054054054,1
112,15143,719,0.7065,1
86,16776,978,0.22733333333333333,0
112,14292,683,0.052935779816513755,0
142,19482,973,0.03700934579439252,0
107,14443,208,0.06893617021276596,0
113,7035,918,0.225,0
135,17289,292,0.07585858585858586,0
120,19697,150,0.20274509803921567,0
148,2027,606,0.06543859649122807,0
178,10113,993,0.055,0
135,4507,182,0.7646666666666667,1
107,4274,274,0.11611111111111111,0
128,13968,333,0.1146218487394958,0
81,3659,176,0.04263636363636364,1
122,2310,103,0.15647058823529414,1
101,18763,444,0.15961538461538463,0
89,11388,208,0.02408695652173913,1
136,1120,116,0.18106666666666668,1
148,5782,861,0.13999999999999999,0
140,18798,458,0.09307692307692307,0
156,4131,382,0.3186111111111111,1
139,11183,465,0.03493670886075949,0
138,16127,190,0.08901960784313726,0
179,18707,385,0.10623188405797102,0
122,1310,289,0.18457142857142858,0
175,14814,469,0.3757142857142857,0
91,5753,644,0.10120689655172414,0
90,6087,610,0.011061946902654867,1
141,4654,178,0.04628571428571429,0
113,17911,665,0.14833333333333334,1
118,15342,408,0.04035398230088495,1
94,12908,239,0.186,0
168,7319,438,0.12851851851851853,0
110,18411,860,0.11903225806451613,1
139,5784,105,0.15945054945054946,1
89,13207,830,0.06283185840707964,0
106,5418,729,0.05868852459016394,0
129,4452,448,0.08258620689655173,0
113,11714,646,0.014,0
81,19539,788,0.04654867256637168,1
146,19475,136,0.18823529411764706,0
100,1970,854,0.0930909090909091,0
133,11223,425,0.014382022471910113,0
133,19200,591,0.489,0
80,14810,411,0.0667741935483871,0
148,11823,730,0.4584375,0
177,2027,779,0.10756302521008404,0
97,16436,366,0.030892857142857142,0
164,1440,719,0.10914529914529914,0
145,2649,999,0.15195121951219515,1
150,12495,610,0.09371794871794871,1
152,11888,618,0.02183098591549296,1
169,1627,166,0.0772972972972973,0
136,14373,940,0.03872340425531915,0
179,12442,956,0.095,0
151,10336,513,0.11647058823529413,0
122,16213,813,0.09712121212121212,1
153,7354,996,0.018288288288288285,1
128,10887,423,0.03123076923076923,0
152,9986,697,0.09214285714285715,0
174,13574,647,0.22545454545454546,0
81,3291,725,0.08864406779661017,1
177,4357,103,0.16032608695652173,0
174,7885,661,0.06948717948717949,1
82,19924,953,0.045526315789473686,1
145,19759,762,0.9115384615384615,0
120,14811,617,0.7871428571428571,1
118,11365,104,0.06525,0
95,18173,423,0.3059183673469388,0
138,9769,524,0.14639175257731957,0
102,15020,596,0.18660377358490568,0
95,14206,717,0.02775510204081633,0
168,2927,258,0.006590909090909091,0
88,18166,271,0.125,0
149,13293,882,0.074,0
136,4709,587,0.08581818181818181,1
115,10293,378,0.276,0
173,10879,571,0.1943478260869565,0
104,18672,626,0.02,0
165,5210,491,0.1742857142857143,1
154,7024,361,0.10432098765432098,0
147,4983,769,0.15623655913978493,0
170,11875,812,0.1859375,1
145,13304,458,0.017777777777777778,1
141,3895,523,0.226,0
93,18620,504,0.475,0
117,12156,554,0.10854166666666666,1
91,12088,909,0.32625,0
103,16545,283,0.196875,0
131,5739,290,0.055,1
144,8047,422,0.023272727272727275,1
163,8621,705,0.1524,1
115,6749,973,0.4609375,1
156,3751,370,0.06726415094339623,0
113,11866,227,0.1836111111111111,1
125,3262,642,0.03256637168141593,0
176,4424,414,0.018877551020408164,0
83,16835,593,0.10276785714285715,0
174,4032,611,0.20020408163265307,0
130,13168,349,0.13476190476190478,1
111,14596,702,0.17085714285714287,1
129,14977,441,0.4027272727272727,0
116,1520,241,0.4473333333333333,0
142,17124,454,0.041463414634146344,0
143,15095,127,0.0957391304347826,0
98,1757,481,0.07426229508196722,0
96,9185,690,0.128125,0
148,5286,884,0.0982716049382716,1
164,9953,706,0.0373394495412844,1
82,15887,992,0.12848214285714285,0
142,1191,275,0.6028571428571429,0
151,1979,672,0.06881818181818182,1
132,11422,361,0.2052,0
97,8183,656,0.057999999999999996,0
135,4781,290,0.1823170731707317,0
93,5519,928,0.458,0
122,12954,135,0.7781818181818182,1
111,18047,626,0.04794117647058823,0
83,5066,176,0.09838095238095239,1
140,19196,677,0.08580645161290323,1
110,19998,779,0.22911111111111113,0
101,7468,230,0.142,0
101,2074,601,0.08524271844660193,0
133,8402,682,0.11066037735849057,0
128,2506,945,0.2602702702702703,0
154,9273,132,0.9513333333333333,0
81,6739,950,0.1658181818181818,0
129,10814,462,0.19541666666666668,1
101,18029,152,0.0895945945945946,1
82,19090,798,0.08776470588235294,0
84,8470,631,0.17317460317460318,1
85,8991,863,0.08739130434782609,0
162,8305,601,0.1593939393939394,0
151,14671,115,0.2316949152542373,0
93,5467,704,0.1137864077669903,1
121,14103,506,0.06046875,0
142,13717,409,0.050357142857142864,0
171,14277,346,0.31177777777777776,1
114,6654,819,0.053968253968253964,0
82,7384,479,0.3314285714285714,0
168,1463,430,0.12779661016949154,0
85,15914,587,0.042800000000000005,1
82,9205,886,0.2187037037037037,1
106,6682,602,0.12114942528735631,1
90,13225,817,0.08222222222222222,1
136,16116,471,0.14641509433962263,0
101,9809,226,0.03716814159292035,1
152,16530,926,0.1008421052631579,0
169,13538,531,0.3356818181818182,0
89,18234,310,0.4352631578947368,0
114,13392,419,0.871875,0
178,17525,210,0.24647058823529414,0
133,12607,388,0.5895652173913044,1
105,4210,294,0.18181818181818182,1
117,1603,605,0.27,0
177,3225,752,0.24633333333333332,0
108,19874,165,0.0225,1
109,10068,510,0.12573529411764706,0
127,5284,317,0.02090909090909091,1
123,15622,982,0.07020833333333333,1
133,9406,537,0.13030769230769232,0
142,7455,477,0.01752808988764045,0
171,10155,173,0.04336448598130841,0
141,5225,848,0.0738392857142857,1
154,4961,622,0.20285714285714285,1
171,8296,909,0.5103846153846153,0
135,18228,565,0.21101694915254235,1
131,11397,295,0.01858695652173913,1
156,15852,195,0.09153846153846154,0
172,10030,868,0.15705882352941175,0
161,13309,720,0.00818181818181818,0
147,1969,886,0.5418181818181819,0
106,1022,919,0.5107692307692308,0
113,2522,638,0.006516853932584269,0
99,5206,117,0.18857142857142858,0
124,13038,524,0.3825,1
128,17996,604,0.03234782608695652,1
160,12563,590,0.10454545454545454,1
178,5980,766,0.2805714285714286,0
116,3196,248,0.1464102564102564,0
123,4766,213,0.1957446808510638,0
142,4739,341,0.15670731707317073,0
131,13280,815,0.2106060606060606,0
151,7439,848,0.7552631578947369,0
136,16932,949,0.11125,0
140,19985,376,0.101875,1
165,3777,325,0.20544117647058824,0
84,18033,303,0.24310344827586206,1
122,13845,339,0.19296875,0
100,18763,611,0.12925233644859813,1
154,18024,584,0.15211764705882352,0
154,9754,424,0.15578947368421053,0
94,3372,852,0.04455357142857143,0
160,13058,621,0.1326315789473684,0
173,13791,393,0.46636363636363637,0
176,5405,633,0.19185714285714286,0
168,19093,672,0.12801980198019802,0
142,14361,341,0.10823529411764707,0
127,15214,432,0.15029411764705883,0
167,7989,583,0.034430379746835445,0
84,18055,615,0.13864406779661018,0
167,17147,528,0.3903030303030303,0
172,9907,877,0.21528301886792453,0
115,14498,856,0.026323529411764707,0
176,3330,733,0.04426966292134831,0
131,10503,290,0.12343749999999999,1
118,11655,888,0.09266666666666666,0
139,17149,223,0.02972972972972973,0
81,5088,607,0.19172413793103446,0
122,2092,362,0.37586206896551727,0
103,19094,875,0.05657142857142857,0
169,7159,996,0.03263157894736842,1
178,4379,251,0.732,0
96,13041,360,0.1318811881188119,0
167,11183,552,0.10070175438596492,0
168,1284,947,0.03914893617021277,0
103,19558,756,0.03715909090909091,0
104,10408,798,0.18636363636363634,1
128,3952,704,0.12064516129032259,0
179,11994,183,0.17622222222222222,0
103,14656,655,0.05897727272727273,1
145,3284,213,0.08730769230769231,1
157,6422,380,0.13223529411764706,0
133,2015,687,0.18692307692307691,0
96,11052,771,0.0629,0
97,2155,530,0.18078947368421053,1
87,4164,516,0.05920634920634921,1
157,1601,771,0.10272727272727274,0
119,8816,252,0.10424242424242425,1
120,3672,779,0.04705128205128205,0
102,11377,172,0.06634146341463415,0
140,19947,101,0.028399999999999998,1
137,18594,702,0.5523076923076923,0
166,9652,882,0.11339285714285714,0
105,16903,924,0.3325806451612903,1
168,17692,910,0.048095238095238094,1
139,18073,887,0.014130434782608696,0
84,14139,343,0.15658227848101264,1
147,7133,720,0.42,1
99,19057,253,0.1055223880597015,0
161,12347,484,0.6136842105263158,0
128,3931,245,0.08717391304347825,0
114,10311,903,0.25894736842105265,1
88,19584,300,0.0811111111111111,1
171,4901,278,0.3032,0
121,8190,788,0.1016,0
125,16889,683,0.11044444444444444,1
112,4419,991,0.008557692307692308,0
100,9972,487,0.11133333333333333,1
104,16018,540,0.2812,0
150,18915,230,0.26878787878787874,1
131,3623,365,0.18379310344827587,0
169,14395,161,0.1836842105263158,0
171,5701,523,0.17455696202531645,0
136,13794,876,0.15253333333333333,1
123,6311,526,0.035526315789473684,0
128,9021,830,0.03,0
106,8003,707,0.037706422018348625,1
86,17535,465,0.05511363636363636,1
121,18568,468,0.023663366336633664,1
126,15636,761,0.09,0
86,13089,148,0.7138461538461538,1
146,14053,273,0.4145833333333333,0
172,18688,318,0.04321428571428571,0
156,18588,408,0.12858823529411764,0
141,17287,473,0.13011627906976744,0
96,11601,133,0.05388888888888889,0
102,5460,418,0.5475,0
176,14245,874,0.35923076923076924,0
153,2157,653,0.011855670103092783,1
83,14054,298,0.24266666666666667,1
119,17160,549,0.03774193548387097,0
178,14936,261,0.23620689655172414,0
167,18505,952,0.012558139534883722,0
152,13704,292,0.0404,0
177,2813,146,0.010603448275862069,0
117,9000,916,0.07538461538461538,1
86,1720,949,0.06481481481481481,0
86,8403,783,0.08399999999999999,0
157,13167,829,0.055675675675675676,0
169,11523,798,0.38916666666666666,0
166,5345,491,0.08294117647058823,1
99,19797,133,0.246,0
143,6974,320,0.052222222222222225,0
154,16537,455,0.05663636363636364,0
115,2609,384,0.06581081081081082,0
131,1277,246,0.17952380952380953,0
124,3059,178,0.13901639344262295,0
105,14070,417,0.05513274336283186,1
123,7721,151,0.01414141414141414,1
88,2814,356,0.10244897959183673,0
151,12213,504,0.07185185185185185,0
143,15862,376,0.07107142857142856,0
140,3630,997,0.10588888888888888,0
120,18985,899,0.03892857142857143,0
128,10077,316,0.1043820224719101,0
92,12050,388,0.08772151898734176,0
159,18195,210,0.09651785714285714,0
162,19009,937,0.01933333333333333,0
131,4656,247,0.25,0
175,3878,997,0.3172340425531915,1
155,11722,343,0.3125,0
90,12273,457,0.701,0
151,13805,326,0.11353535353535353,1
114,10495,567,0.09962264150943397,0
147,19130,875,0.2340677966101695,0
96,9434,811,0.08451612903225807,0
122,6364,451,0.67,0
92,9944,188,0.43375,0
173,6692,318,0.2333333333333333,1
82,3234,372,0.09520408163265306,0
97,8308,282,0.03138888888888888,1
141,3145,991,0.3669565217391304,0
172,9096,700,0.032921348314606746,0
162,18574,561,0.13416666666666668,1
172,7589,188,0.09090909090909091,0
150,15864,789,0.0384375,0
99,14559,229,0.08296875,0
175,6482,419,0.2521875,1
121,5921,274,0.03641025641025641,1
172,9608,558,0.29945945945945945,0
91,1521,789,0.026136363636363635,1
126,6134,104,0.09923076923076923,0
119,5978,928,0.0140625,0
134,15378,246,0.0491044776119403,0
103,6485,882,0.4741666666666667,0
126,15798,604,0.11755102040816326,0
100,13167,748,0.1776,1
148,4311,487,0.06915254237288136,1
161,17664,800,0.36965517241379314,1
148,16025,834,0.12157894736842105,0
122,14258,696,0.5947058823529412,1
124,18875,709,0.48458333333333337,0
109,16857,912,0.1502127659574468,1
96,9552,202,0.05721311475409836,0
123,19480,684,0.17267441860465116,0
121,5710,396,0.16728813559322034,0
89,2359,665,0.07493150684931507,0
115,15447,129,0.8376470588235294,0
138,2193,440,0.07923076923076923,0
139,3736,896,0.17108108108108108,1
90,18253,170,0.09385714285714286,0
89,8038,608,0.12353846153846153,0
113,14083,453,1.0392307692307692,1
166,14250,701,0.0890909090909091,1
114,8976,895,0.10011764705882353,0
148,13390,296,0.071875,0
136,14649,821,0.11347222222222222,1
114,11978,631,0.5654545454545454,1
94,12336,790,0.13285714285714287,1
158,16562,742,0.08873239436619718,0
154,4996,906,0.08009345794392524,0
125,18286,346,0.11207207207207207,0
127,14757,749,0.03161290322580645,0
158,1596,414,0.1250666666666667,0
141,17789,266,0.06888888888888889,0
133,1748,380,0.09272727272727273,1
163,19286,961,0.1016867469879518,0
92,6978,236,0.24113636363636362,0
117,12747,309,0.5404761904761904,1
126,10204,513,0.04438095238095238,0
107,5504,853,0.0881651376146789,0
81,12682,501,0.10842857142857143,0
81,5154,285,0.11344444444444446,1
124,5859,942,0.27999999999999997,0
170,7006,949,0.13,0
110,11591,458,0.19369863013698632,0
101,9898,935,0.12817307692307692,1
96,14049,699,0.7283333333333334,1
104,13785,666,0.10681034482758621,1
144,4713,393,0.59625,1
173,1079,699,0.19238805970149256,0
86,2091,948,0.015809523809523808,1
116,3590,560,0.0658252427184466,0
86,4228,286,0.021538461538461538,0
117,5493,170,0.1167857142857143,0
80,14897,965,0.13621052631578948,0
91,11022,853,0.018073394495412842,0
166,15690,553,0.013529411764705882,0
99,15334,157,0.18844827586206897,1
159,7437,328,0.03042105263157895,0
103,10707,921,0.053469387755102044,1
115,6973,231,0.07163461538461538,0
163,9210,532,0.023831775700934577,0
143,8782,818,0.15609375,1
110,15052,411,0.09692307692307692,0
105,6542,349,0.01741935483870968,1
95,19658,218,0.1685294117647059,0
152,2104,607,0.05909090909090909,0
148,19944,510,0.550952380952381,0
121,5821,910,0.16532467532467532,0
156,19734,891,0.23916666666666667,0
155,16252,580,0.15988636363636363,0
108,8554,781,0.19545454545454546,0
129,7514,557,0.04390909090909091,0
146,12720,730,0.05047619047619048,0
137,1817,269,0.35410256410256413,0
150,1547,217,0.12367647058823529,0
128,3841,682,0.08175925925925925,1
130,15298,736,0.044347826086956525,0
145,1156,699,0.01761904761904762,0
130,12025,320,0.07166666666666667,1
93,13568,779,0.04794871794871795,1
154,3515,158,0.009550561797752809,1
166,9312,606,0.012054794520547946,0
131,17139,940,0.08265822784810127,1
132,12951,370,0.2687037037037037,0
90,19519,755,0.16433333333333333,0
118,7302,682,0.3358333333333333,0
151,5167,532,0.05149253731343284,0
95,18136,599,0.02402173913043478,0
97,12124,234,0.0827,1
124,13159,873,0.15727272727272726,0
102,8853,833,0.6676923076923077,0
156,14518,377,0.16360655737704918,0
129,9874,279,0.441875,1
81,12694,142,0.08815533980582524,0
177,15720,679,0.11595744680851064,0
81,17153,856,0.5653333333333334,0
144,12356,381,0.19774193548387095,0
150,1183,760,0.02142857142857143,0
177,10827,858,0.3957142857142857,1
164,10302,110,0.28818181818181815,0
123,8350,990,0.0621,0
173,6977,866,0.03568421052631579,1
119,11297,103,0.061637931034482764,1
146,1981,573,0.041917808219178086,1
107,8233,367,0.2126984126984127,1
88,3235,497,0.1805263157894737,0
88,7283,678,0.021354166666666664,0
128,4413,318,0.17238805970149254,0
154,18007,105,0.2694871794871795,0
112,6516,412,0.23774193548387096,1
96,7215,254,0.052233009708737864,0
124,19906,624,0.391875,0
135,19154,381,0.5565,0
